ts,bx,by,bz
1717632963140,-66.7,-115.5,187.4
1717632963160,-68.4,-114.9,186.0
1717632963180,-73.1,-116.8,186.8
1717632963200,-75.9,-115.9,184.3
1717632963220,-78.5,-117.4,182.8
1717632963240,-80.9,-116.6,180.3
1717632963260,-84.6,-115.8,178.6
1717632963280,-88.3,-114.5,176.7
1717632963300,-89.4,-115.6,176.5
1717632963320,-91.1,-116.7,177.6
1717632963340,-92.2,-115.2,175.1
1717632963360,-95.6,-116.4,173.0
1717632963380,-98.3,-115.7,173.7
1717632963400,-100.2,-116.0,175.3
1717632963420,-104.7,-117.7,173.5
1717632963440,-107.0,-115.3,172.3
1717632963460,-109.8,-116.2,170.4
1717632963480,-111.7,-117.1,168.3
1717632963500,-112.2,-116.7,166.5
1717632963520,-113.4,-115.1,164.6
1717632963540,-114.6,-115.4,163.5
1717632963560,-115.7,-115.6,163.1
1717632963580,-116.3,-118.2,160.0
1717632963600,-120.2,-118.8,159.0
1717632963620,-121.2,-119.9,157.0
1717632963640,-121.1,-118.9,155.2
1717632963660,-123.5,-117.9,155.2
1717632963680,-124.6,-116.5,154.8
1717632963700,-124.9,-115.5,150.3
1717632963720,-124.9,-114.9,148.4
1717632963740,-125.1,-113.0,144.7
1717632963760,-126.4,-114.1,145.4
1717632963780,-127.9,-114.4,143.8
1717632963800,-128.7,-112.0,140.5
1717632963820,-128.1,-110.0,137.7
1717632963840,-127.8,-108.3,135.9
1717632963860,-130.0,-108.5,135.5
1717632963880,-129.8,-109.6,133.1
1717632963900,-129.4,-108.5,131.2
1717632963920,-129.8,-106.5,130.2
1717632963940,-129.2,-106.3,130.6
1717632963960,-129.8,-103.9,129.0
1717632963980,-127.7,-102.9,126.7
1717632964000,-128.1,-100.4,124.6
1717632964020,-127.6,-99.0,123.1
1717632964040,-127.6,-99.8,120.5
1717632964060,-126.9,-98.4,119.2
1717632964080,-127.8,-98.4,117.8
1717632964100,-127.3,-96.1,116.1
1717632964120,-126.0,-94.9,113.5
1717632964140,-126.5,-94.2,110.8
1717632964160,-124.4,-92.6,108.6
1717632964180,-123.7,-90.5,106.5
1717632964200,-122.2,-89.1,106.9
1717632964220,-119.4,-87.0,107.1
1717632964240,-117.1,-86.9,105.8
1717632964260,-115.3,-85.2,101.4
1717632964280,-113.6,-81.8,98.3
1717632964300,-110.8,-80.6,96.1
1717632964320,-110.2,-79.8,91.6
1717632964340,-108.8,-77.4,91.6
1717632964360,-105.5,-76.6,91.6
1717632964380,-103.9,-73.6,88.0
1717632964400,-101.5,-70.7,85.7
1717632964420,-98.4,-66.8,82.9
1717632964440,-97.4,-65.1,81.4
1717632964460,-96.0,-65.7,78.1
1717632964480,-93.2,-63.1,74.6
1717632964500,-90.2,-59.9,70.9
1717632964520,-88.9,-58.5,69.6
1717632964540,-87.5,-57.9,67.2
1717632964560,-84.9,-57.2,63.4
1717632964580,-81.0,-53.7,61.1
1717632964600,-79.1,-51.1,58.8
1717632964620,-74.3,-48.8,55.1
1717632964640,-70.6,-46.4,54.7
1717632964660,-66.4,-44.3,51.3
1717632964680,-63.8,-41.4,49.8
1717632964700,-60.2,-41.0,46.1
1717632964720,-57.3,-40.8,43.7
1717632964740,-52.9,-38.5,41.0
1717632964760,-50.2,-34.7,38.7
1717632964780,-47.9,-33.1,34.9
1717632964800,-44.2,-31.7,33.5
1717632964820,-40.8,-29.2,29.3
1717632964840,-36.9,-28.2,27.9
1717632964860,-34.2,-25.1,24.8
1717632964880,-30.4,-21.5,21.8
1717632964900,-28.1,-20.8,20.4
1717632964920,-27.5,-17.4,18.8
1717632964940,-24.6,-15.4,16.6
1717632964960,-20.0,-12.6,13.3
1717632964980,-16.4,-11.6,9.0
1717632965000,-12.3,-9.5,6.4
1717632965020,-8.6,-6.7,4.8
1717632965040,-7.7,-3.8,2.1
1717632965060,-4.6,-2.0,-1.9
1717632965080,1.1,0.5,-4.3
1717632965100,3.2,2.3,-6.6
1717632965120,8.2,5.6,-6.3
1717632965140,11.7,7.5,-8.9
1717632965160,14.1,9.2,-11.1
1717632965180,17.5,10.3,-14.5
1717632965200,19.3,14.0,-19.0
1717632965220,24.2,14.9,-20.2
1717632965240,28.5,18.4,-20.0
1717632965260,34.1,19.3,-22.5
1717632965280,35.1,22.0,-25.0
1717632965300,37.3,26.0,-26.8
1717632965320,42.0,27.7,-29.7
1717632965340,43.5,29.3,-33.4
1717632965360,46.6,29.0,-36.1
1717632965380,50.2,31.0,-37.6
1717632965400,54.5,32.9,-39.2
1717632965420,56.8,34.7,-41.3
1717632965440,59.6,36.9,-42.7
1717632965460,62.2,38.5,-45.2
1717632965480,66.2,41.3,-48.4
1717632965500,68.6,43.7,-50.7
1717632965520,72.6,46.3,-55.7
1717632965540,74.7,47.2,-58.9
1717632965560,76.7,48.8,-61.7
1717632965580,78.7,52.1,-64.2
1717632965600,80.0,54.1,-66.7
1717632965620,82.1,57.2,-70.7
1717632965640,85.4,58.7,-72.6
1717632965660,90.3,59.6,-73.8
1717632965680,91.7,62.4,-75.8
1717632965700,94.1,66.0,-76.7
1717632965720,95.7,67.2,-79.3
1717632965740,97.7,67.5,-82.3
1717632965760,100.7,69.9,-84.8
1717632965780,102.4,72.4,-87.2
1717632965800,103.2,72.8,-88.9
1717632965820,105.6,74.7,-89.7
1717632965840,108.3,75.0,-91.9
1717632965860,109.2,75.8,-92.9
1717632965880,112.3,78.9,-95.2
1717632965900,115.5,80.0,-98.9
1717632965920,117.3,82.0,-100.4
1717632965940,117.4,85.1,-102.2
1717632965960,119.8,86.4,-105.0
1717632965980,120.6,87.6,-107.0
1717632966000,122.7,90.0,-110.9
1717632966020,124.3,92.8,-110.7
1717632966040,122.9,95.2,-110.3
1717632966060,124.3,95.3,-112.3
1717632966080,126.9,97.9,-114.8
1717632966100,127.2,99.1,-118.4
1717632966120,125.3,101.9,-119.7
1717632966140,125.1,102.9,-121.6
1717632966160,123.2,103.3,-124.3
1717632966180,123.9,104.8,-123.2
1717632966200,124.8,104.3,-125.1
1717632966220,127.7,105.7,-127.1
1717632966240,126.7,107.2,-129.8
1717632966260,126.5,108.3,-131.8
1717632966280,129.6,109.1,-131.0
1717632966300,132.0,108.6,-136.3
1717632966320,132.0,110.0,-140.4
1717632966340,131.5,110.5,-141.4
1717632966360,130.0,109.9,-144.7
1717632966380,130.1,110.0,-145.9
1717632966400,128.3,110.1,-147.1
1717632966420,127.9,113.6,-149.0
1717632966440,125.8,114.6,-150.5
1717632966460,124.6,116.0,-151.9
1717632966480,123.0,116.0,-153.5
1717632966500,122.3,115.5,-157.7
1717632966520,123.0,114.6,-158.0
1717632966540,120.3,116.6,-159.7
1717632966560,119.8,117.5,-164.3
1717632966580,118.4,118.8,-166.0
1717632966600,115.7,118.9,-167.6
1717632966620,113.5,119.8,-165.5
1717632966640,112.4,119.9,-167.3
1717632966660,110.2,119.5,-167.0
1717632966680,108.9,120.5,-168.0
1717632966700,107.8,119.5,-168.9
1717632966720,106.7,119.2,-170.0
1717632966740,103.7,119.8,-171.4
1717632966760,103.2,119.9,-173.4
1717632966780,100.8,118.4,-175.3
1717632966800,99.7,118.2,-175.9
1717632966820,97.1,117.5,-178.9
1717632966840,92.8,118.3,-181.5
1717632966860,90.5,119.2,-179.6
1717632966880,86.8,120.4,-184.0
1717632966900,84.6,119.5,-185.8
1717632966920,81.9,116.9,-184.5
1717632966940,79.2,116.0,-182.8
1717632966960,77.1,117.0,-183.2
1717632966980,74.6,116.5,-186.5
1717632967000,72.7,115.5,-187.6
1717632967020,69.6,114.7,-187.4
1717632967040,66.0,113.8,-188.1
1717632967060,62.4,113.6,-189.2
1717632967080,57.8,113.6,-187.8
1717632967100,54.7,114.5,-187.8
1717632967120,52.1,113.8,-187.6
1717632967140,47.7,114.1,-188.5
1717632967160,43.4,112.0,-191.1
1717632967180,40.9,110.9,-190.6
1717632967200,36.6,109.9,-191.4
1717632967220,35.5,107.5,-192.4
1717632967240,29.7,105.5,-191.6
1717632967260,25.7,105.5,-192.9
1717632967280,21.8,103.5,-193.3
1717632967300,16.4,103.1,-194.0
1717632967320,13.1,99.9,-196.8
1717632967340,10.7,101.4,-197.6
1717632967360,8.1,99.8,-196.3
1717632967380,5.1,98.3,-196.1
1717632967400,1.6,97.9,-197.8
1717632967420,-2.8,96.5,-198.6
1717632967440,-7.5,95.1,-199.4
1717632967460,-13.1,93.4,-198.4
1717632967480,-17.2,90.6,-198.9
1717632967500,-20.3,90.2,-199.3
1717632967520,-24.7,89.7,-199.1
1717632967540,-27.8,87.9,-200.2
1717632967560,-32.7,86.5,-200.3
1717632967580,-35.5,85.2,-201.8
1717632967600,-39.3,84.0,-199.6
1717632967620,-43.8,82.1,-200.4
1717632967640,-46.7,82.0,-201.6
1717632967660,-49.2,80.1,-202.0
1717632967680,-51.6,77.7,-201.6
1717632967700,-56.4,77.9,-198.4
1717632967720,-61.7,75.6,-198.7
1717632967740,-65.4,73.1,-197.5
1717632967760,-70.8,70.6,-198.3
1717632967780,-76.0,70.0,-196.4
1717632967800,-79.3,67.4,-196.8
1717632967820,-81.5,66.2,-198.1
1717632967840,-85.1,61.4,-196.7
1717632967860,-89.1,60.4,-197.0
1717632967880,-93.8,56.3,-196.7
1717632967900,-97.1,54.7,-195.6
1717632967920,-100.5,52.7,-195.1
1717632967940,-103.5,51.8,-194.4
1717632967960,-106.7,49.6,-190.1
1717632967980,-111.6,46.4,-190.1
1717632968000,-115.4,42.9,-191.6
1717632968020,-120.3,40.7,-191.3
1717632968040,-122.2,39.2,-190.6
1717632968060,-125.1,39.4,-189.7
1717632968080,-128.7,37.4,-188.6
1717632968100,-131.7,33.0,-186.5
1717632968120,-134.1,30.8,-185.9
1717632968140,-136.3,29.3,-185.6
1717632968160,-139.3,26.1,-186.7
1717632968180,-143.4,26.1,-185.5
1717632968200,-148.4,23.5,-183.3
1717632968220,-150.6,22.2,-181.2
1717632968240,-152.3,20.7,-182.4
1717632968260,-155.2,17.7,-179.7
1717632968280,-156.2,14.9,-176.1
1717632968300,-157.3,13.7,-175.0
1717632968320,-158.1,9.4,-174.3
1717632968340,-163.6,7.2,-173.1
1717632968360,-164.3,5.4,-172.5
1717632968380,-166.7,2.2,-171.7
1717632968400,-169.8,2.1,-170.2
1717632968420,-172.7,-1.6,-170.9
1717632968440,-174.1,-2.9,-169.7
1717632968460,-176.2,-4.4,-170.5
1717632968480,-178.9,-8.0,-168.1
1717632968500,-180.3,-11.2,-166.4
1717632968520,-181.8,-11.5,-165.7
1717632968540,-184.7,-14.8,-164.4
1717632968560,-186.6,-18.5,-161.4
1717632968580,-187.0,-21.4,-160.3
1717632968600,-187.8,-24.1,-161.1
1717632968620,-187.3,-25.3,-158.4
1717632968640,-189.1,-26.9,-156.1
1717632968660,-190.0,-29.2,-152.6
1717632968680,-190.2,-30.1,-153.0
1717632968700,-191.7,-31.4,-149.7
1717632968720,-194.7,-33.0,-148.8
1717632968740,-196.0,-34.4,-147.5
1717632968760,-194.7,-35.2,-146.5
1717632968780,-194.9,-39.2,-143.8
1717632968800,-194.4,-40.6,-143.9
1717632968820,-195.3,-42.9,-142.8
1717632968840,-194.1,-46.2,-141.7
1717632968860,-192.6,-48.1,-140.7
1717632968880,-193.1,-49.8,-135.2
1717632968900,-194.2,-54.1,-134.0
1717632968920,-195.0,-56.8,-133.3
1717632968940,-194.8,-58.1,-131.6
1717632968960,-193.8,-58.9,-129.6
1717632968980,-193.8,-59.0,-130.3
1717632969000,-194.6,-61.4,-128.5
1717632969020,-192.7,-63.6,-125.1
1717632969040,-188.8,-66.0,-121.6
1717632969060,-189.8,-68.3,-116.3
1717632969080,-189.8,-70.4,-115.6
1717632969100,-187.6,-70.8,-114.1
1717632969120,-186.8,-74.1,-112.3
1717632969140,-186.0,-76.7,-109.4
1717632969160,-185.1,-79.2,-106.3
1717632969180,-183.7,-81.6,-104.1
1717632969200,-181.3,-81.4,-102.2
1717632969220,-179.6,-83.0,-102.7
1717632969240,-177.0,-85.5,-100.9
1717632969260,-175.8,-86.8,-97.9
1717632969280,-174.3,-87.0,-93.5
1717632969300,-171.7,-90.5,-92.4
1717632969320,-170.8,-90.5,-90.9
1717632969340,-167.8,-92.9,-88.3
1717632969360,-165.9,-95.0,-86.3
1717632969380,-165.1,-95.4,-83.6
1717632969400,-163.3,-96.9,-84.4
1717632969420,-160.5,-98.0,-79.0
1717632969440,-157.9,-99.2,-77.0
1717632969460,-154.4,-100.8,-74.6
1717632969480,-151.4,-103.1,-72.0
1717632969500,-148.5,-104.6,-69.0
1717632969520,-146.3,-103.8,-67.5
1717632969540,-143.6,-104.5,-65.4
1717632969560,-141.9,-105.8,-62.0
1717632969580,-139.7,-106.6,-58.8
1717632969600,-134.8,-108.3,-58.7
1717632969620,-132.2,-109.9,-57.1
1717632969640,-128.5,-109.3,-53.8
1717632969660,-124.8,-108.2,-51.6
1717632969680,-123.1,-108.7,-50.7
1717632969700,-118.1,-110.5,-46.9
1717632969720,-114.7,-111.4,-45.2
1717632969740,-112.6,-114.9,-41.8
1717632969760,-108.6,-116.0,-37.2
1717632969780,-106.6,-115.9,-35.5
1717632969800,-103.2,-116.6,-34.7
1717632969820,-100.3,-117.5,-33.3
1717632969840,-93.2,-118.1,-30.3
1717632969860,-89.3,-116.2,-25.2
1717632969880,-84.3,-116.6,-24.4
1717632969900,-83.3,-116.6,-23.2
1717632969920,-79.1,-116.2,-21.1
1717632969940,-76.4,-116.3,-16.6
1717632969960,-71.3,-117.0,-15.4
1717632969980,-67.7,-116.8,-12.9
1717632970000,-65.6,-118.4,-11.6
1717632970020,-61.4,-118.5,-7.9
1717632970040,-59.0,-117.7,-5.3
1717632970060,-55.5,-118.5,-1.0
1717632970080,-54.2,-119.8,0.7
1717632970100,-49.7,-117.2,3.0
1717632970120,-46.1,-116.6,4.6
1717632970140,-41.7,-116.2,7.0
1717632970160,-36.2,-116.0,10.7
1717632970180,-32.4,-118.6,11.6
1717632970200,-25.8,-119.7,16.7
1717632970220,-21.9,-118.9,18.9
1717632970240,-18.0,-120.1,20.3
1717632970260,-14.3,-118.5,24.7
1717632970280,-11.6,-118.0,26.6
1717632970300,-9.1,-117.1,30.3
1717632970320,-4.6,-116.7,32.0
1717632970340,-0.8,-115.7,35.0
1717632970360,2.8,-114.7,37.5
1717632970380,4.9,-114.4,41.3
1717632970400,8.3,-113.4,43.9
1717632970420,11.7,-111.8,44.9
1717632970440,15.0,-109.8,47.6
1717632970460,17.6,-109.8,51.5
1717632970480,21.2,-108.6,53.6
1717632970500,24.9,-108.2,54.7
1717632970520,28.8,-110.1,57.0
1717632970540,32.4,-108.5,58.9
1717632970560,36.0,-106.7,60.4
1717632970580,39.0,-103.8,61.1
1717632970600,40.8,-104.5,61.8
1717632970620,45.0,-104.0,65.8
1717632970640,47.0,-102.5,69.7
1717632970660,49.2,-101.5,73.4
1717632970680,53.2,-100.2,75.7
1717632970700,55.4,-99.3,77.1
1717632970720,57.5,-97.2,79.5
1717632970740,59.3,-96.5,82.3
1717632970760,61.2,-95.1,85.6
1717632970780,63.5,-94.8,87.7
1717632970800,67.8,-92.6,88.7
1717632970820,69.3,-92.1,91.3
1717632970840,70.7,-90.8,91.7
1717632970860,73.8,-88.4,94.3
1717632970880,76.2,-86.3,97.5
1717632970900,78.7,-86.3,97.9
1717632970920,81.2,-85.5,101.9
1717632970940,83.6,-81.8,104.0
1717632970960,84.1,-79.2,107.1
1717632970980,87.4,-76.8,108.1
1717632971000,87.1,-75.0,111.2
1717632971020,88.4,-73.4,114.3
1717632971040,89.4,-70.8,114.3
1717632971060,91.1,-69.6,116.1
1717632971080,93.4,-68.8,118.1
1717632971100,95.4,-66.8,118.9
1717632971120,97.4,-64.2,121.2
1717632971140,98.0,-61.6,123.4
1717632971160,97.1,-58.3,127.7
1717632971180,99.6,-57.0,128.1
1717632971200,98.1,-55.6,129.7
1717632971220,99.8,-54.5,131.9
1717632971240,102.1,-53.0,132.5
1717632971260,103.6,-50.9,135.4
1717632971280,102.6,-49.5,137.5
1717632971300,104.1,-48.8,136.6
1717632971320,104.8,-46.0,139.8
1717632971340,104.8,-44.7,141.2
1717632971360,102.7,-42.1,142.7
1717632971380,102.3,-40.0,145.0
1717632971400,101.2,-37.8,148.3
1717632971420,100.5,-34.8,148.9
1717632971440,100.1,-33.4,152.2
1717632971460,99.3,-32.4,152.8
1717632971480,100.1,-30.2,155.6
1717632971500,99.8,-29.0,157.8
1717632971520,100.1,-27.1,159.5
1717632971540,100.4,-24.2,161.1
1717632971560,98.9,-21.8,160.9
1717632971580,99.6,-19.5,163.7
1717632971600,99.0,-16.4,167.3
1717632971620,96.0,-14.5,166.7
1717632971640,94.8,-12.7,170.1
1717632971660,92.5,-10.2,170.5
1717632971680,92.7,-7.1,172.1
1717632971700,89.6,-5.4,172.6
1717632971720,86.7,-3.9,173.1
1717632971740,84.0,-1.4,174.2
1717632971760,83.5,1.7,175.9
1717632971780,82.4,4.2,177.5
1717632971800,82.1,5.6,178.6
1717632971820,79.9,6.7,179.8
1717632971840,78.5,11.5,181.5
1717632971860,75.8,13.2,181.4
1717632971880,71.9,14.6,182.1
1717632971900,71.1,15.9,182.4
1717632971920,68.0,19.0,183.8
1717632971940,63.7,22.0,183.2
1717632971960,62.3,23.7,185.2
1717632971980,59.1,25.9,184.1
1717632972000,57.0,28.4,184.6
1717632972020,54.1,31.0,185.8
1717632972040,51.6,34.0,187.0
1717632972060,49.6,37.5,187.4
1717632972080,45.9,39.6,188.6
1717632972100,43.4,40.9,191.2
1717632972120,41.4,41.6,192.4
1717632972140,39.2,45.5,192.2
1717632972160,35.6,47.2,194.5
1717632972180,32.7,49.3,194.3
1717632972200,29.9,49.8,192.5
1717632972220,26.7,54.1,191.8
1717632972240,23.0,56.3,194.0
1717632972260,21.4,57.5,195.9
1717632972280,17.6,59.4,196.0
1717632972300,14.6,60.5,199.1
1717632972320,9.3,59.9,199.6
1717632972340,8.0,62.3,201.5
1717632972360,3.6,65.8,204.2
1717632972380,0.6,68.6,204.3
1717632972400,-3.6,68.3,203.0
1717632972420,-7.3,69.1,202.7
1717632972440,-9.8,72.6,202.1
1717632972460,-13.4,73.0,200.6
1717632972480,-15.6,75.9,201.3
1717632972500,-18.0,77.0,201.8
1717632972520,-22.5,80.2,200.7
1717632972540,-26.7,82.6,199.6
1717632972560,-29.0,84.4,199.2
1717632972580,-33.6,86.5,198.6
1717632972600,-36.6,87.5,197.7
1717632972620,-39.2,88.5,198.5
1717632972640,-43.5,89.0,199.2
1717632972660,-47.9,89.4,200.0
1717632972680,-52.1,91.7,197.6
1717632972700,-55.8,90.9,196.6
1717632972720,-59.1,93.3,198.0
1717632972740,-63.2,96.0,196.7
1717632972760,-66.8,97.7,197.1
1717632972780,-71.2,98.1,198.2
1717632972800,-73.9,100.0,194.9
1717632972820,-78.9,101.7,193.9
1717632972840,-80.1,101.4,194.3
1717632972860,-83.1,103.9,194.9
1717632972880,-87.8,105.2,193.6
1717632972900,-91.5,106.8,193.6
1717632972920,-93.0,107.3,194.9
1717632972940,-93.7,108.2,193.6
1717632972960,-95.4,110.9,192.1
1717632972980,-99.2,111.4,192.8
1717632973000,-103.5,111.1,192.5
1717632973020,-107.8,111.4,191.7
1717632973040,-109.9,112.8,191.8
1717632973060,-112.9,113.8,191.3
1717632973080,-116.3,114.8,190.1
1717632973100,-119.4,115.1,188.8
1717632973120,-123.0,113.9,188.3
1717632973140,-123.9,115.3,187.5
1717632973160,-127.7,114.8,185.6
1717632973180,-129.9,115.6,183.6
1717632973200,-134.3,115.2,183.2
1717632973220,-136.3,114.8,183.2
1717632973240,-138.3,116.2,182.0
1717632973260,-138.9,116.9,180.1
1717632973280,-142.6,117.2,178.8
1717632973300,-145.5,117.4,179.4
1717632973320,-149.3,117.5,178.6
1717632973340,-152.0,118.8,177.2
1717632973360,-153.5,118.5,178.7
1717632973380,-154.4,119.6,178.3
1717632973400,-155.9,117.4,177.6
1717632973420,-157.8,119.0,174.4
1717632973440,-159.7,120.1,170.0
1717632973460,-158.9,120.0,168.0
1717632973480,-157.6,119.3,166.3
1717632973500,-162.4,119.2,163.5
1717632973520,-164.3,119.6,161.9
1717632973540,-163.3,118.0,161.2
1717632973560,-163.3,118.9,160.0
1717632973580,-164.0,119.3,160.1
1717632973600,-164.8,119.6,161.7
1717632973620,-166.0,119.4,162.1
1717632973640,-167.1,118.9,159.5
1717632973660,-166.7,118.2,159.5
1717632973680,-166.7,116.2,155.8
1717632973700,-167.2,115.1,154.9
1717632973720,-168.6,114.5,153.1
1717632973740,-170.6,116.1,148.7
1717632973760,-171.4,114.4,147.6
1717632973780,-171.4,113.7,146.5
1717632973800,-169.4,109.6,144.2
1717632973820,-169.1,109.2,142.7
1717632973840,-168.9,107.2,139.7
1717632973860,-168.5,109.0,137.3
1717632973880,-166.7,106.7,134.2
1717632973900,-167.9,106.2,131.2
1717632973920,-164.6,105.9,129.4
1717632973940,-164.7,105.4,128.3
1717632973960,-163.8,105.1,127.7
1717632973980,-164.1,103.3,126.1
1717632974000,-163.7,101.8,125.9
1717632974020,-163.0,102.1,123.6
1717632974040,-163.1,100.9,122.3
1717632974060,-163.2,98.7,120.8
1717632974080,-160.9,97.4,118.8
1717632974100,-158.0,95.7,116.0
1717632974120,-156.8,93.4,114.3
1717632974140,-153.9,92.3,112.3
1717632974160,-152.1,90.6,110.3
1717632974180,-151.1,89.6,109.2
1717632974200,-150.3,89.0,107.1
1717632974220,-148.6,87.9,102.1
1717632974240,-147.5,85.1,99.1
1717632974260,-143.2,84.4,94.9
1717632974280,-139.8,82.4,93.5
1717632974300,-137.5,80.5,92.6
1717632974320,-134.4,78.8,89.7
1717632974340,-132.3,77.4,88.3
1717632974360,-130.1,76.5,86.3
1717632974380,-126.7,74.4,84.8
1717632974400,-123.1,72.2,83.0
1717632974420,-120.1,68.1,82.7
1717632974440,-116.7,66.7,79.1
1717632974460,-115.9,64.7,76.9
1717632974480,-112.2,64.5,74.9
1717632974500,-109.2,60.8,71.9
1717632974520,-104.1,59.9,71.7
1717632974540,-103.0,58.1,69.6
1717632974560,-100.6,58.1,66.9
1717632974580,-96.5,56.2,63.4
1717632974600,-92.0,52.9,60.5
1717632974620,-89.1,47.4,59.8
1717632974640,-84.1,48.8,58.0
1717632974660,-80.7,46.4,54.7
1717632974680,-77.2,45.4,51.9
1717632974700,-72.7,43.0,48.0
1717632974720,-68.8,41.3,47.0
1717632974740,-66.9,39.1,41.8
1717632974760,-61.7,37.4,40.2
1717632974780,-56.1,34.6,36.7
1717632974800,-52.3,31.7,32.9
1717632974820,-49.1,29.6,30.7
1717632974840,-44.9,27.7,27.5
1717632974860,-42.8,26.8,25.0
1717632974880,-37.4,25.7,23.9
1717632974900,-33.1,23.4,20.9
1717632974920,-27.2,22.2,17.1
1717632974940,-23.4,20.9,14.8
1717632974960,-21.0,15.6,13.6
1717632974980,-17.1,14.4,8.9
1717632975000,-13.2,10.8,8.2
1717632975020,-9.8,7.7,4.7
1717632975040,-6.1,5.0,5.7
1717632975060,-3.3,2.2,3.8
1717632975080,1.3,0.7,0.4
1717632975100,5.6,-2.3,-0.1
1717632975120,10.2,-4.6,-1.1
1717632975140,14.5,-5.6,-6.1
1717632975160,18.2,-7.2,-8.8
1717632975180,23.0,-8.9,-13.3
1717632975200,27.1,-11.2,-15.4
1717632975220,31.0,-14.4,-18.5
1717632975240,32.8,-16.5,-21.8
1717632975260,37.4,-20.1,-26.1
1717632975280,41.2,-21.2,-26.8
1717632975300,46.4,-24.2,-29.1
1717632975320,48.9,-27.9,-33.9
1717632975340,52.8,-30.4,-34.8
1717632975360,56.6,-33.5,-37.1
1717632975380,61.0,-34.5,-42.4
1717632975400,64.5,-36.2,-46.4
1717632975420,68.3,-38.3,-47.2
1717632975440,70.7,-40.0,-46.7
1717632975460,71.9,-42.1,-50.0
1717632975480,75.8,-43.1,-51.2
1717632975500,79.6,-45.6,-52.4
1717632975520,83.6,-48.0,-54.1
1717632975540,88.2,-49.8,-54.9
1717632975560,92.3,-51.9,-58.2
1717632975580,94.4,-54.0,-60.3
1717632975600,97.9,-56.2,-63.6
1717632975620,100.1,-58.2,-67.0
1717632975640,104.3,-59.6,-69.4
1717632975660,107.3,-59.5,-70.7
1717632975680,108.9,-62.3,-76.2
1717632975700,113.2,-66.5,-77.5
1717632975720,116.8,-71.5,-79.6
1717632975740,119.5,-72.3,-81.1
1717632975760,123.7,-72.8,-83.0
1717632975780,124.5,-75.3,-86.2
1717632975800,127.3,-77.3,-85.4
1717632975820,130.2,-77.1,-87.8
1717632975840,133.9,-78.4,-89.1
1717632975860,135.8,-79.4,-90.0
1717632975880,135.6,-81.3,-94.0
1717632975900,139.2,-83.8,-96.4
1717632975920,143.5,-87.3,-98.5
1717632975940,145.8,-90.0,-101.1
1717632975960,148.5,-89.7,-104.3
1717632975980,149.5,-90.3,-106.0
1717632976000,151.6,-92.4,-108.7
1717632976020,152.9,-93.3,-110.1
1717632976040,154.9,-93.7,-112.5
1717632976060,156.0,-95.1,-116.2
1717632976080,158.3,-96.6,-116.2
1717632976100,158.7,-96.6,-116.9
1717632976120,159.4,-96.9,-118.5
1717632976140,161.2,-98.6,-120.9
1717632976160,162.4,-101.7,-121.3
1717632976180,162.4,-103.8,-125.2
1717632976200,163.2,-105.3,-124.7
1717632976220,165.6,-105.5,-125.8
1717632976240,167.6,-108.2,-129.7
1717632976260,168.4,-109.1,-133.5
1717632976280,171.2,-109.0,-133.6
1717632976300,172.0,-110.2,-135.1
1717632976320,171.4,-110.1,-136.2
1717632976340,172.7,-112.7,-137.9
1717632976360,172.7,-113.0,-139.4
1717632976380,172.9,-113.3,-141.8
1717632976400,172.6,-113.7,-142.1
1717632976420,173.4,-114.6,-144.7
1717632976440,171.5,-115.7,-147.9
1717632976460,168.8,-115.8,-152.0
1717632976480,168.3,-117.6,-153.5
1717632976500,167.8,-118.8,-156.0
1717632976520,169.5,-118.6,-153.7
1717632976540,167.3,-119.6,-155.4
1717632976560,165.4,-119.0,-156.9
1717632976580,165.1,-120.8,-159.4
1717632976600,163.9,-121.7,-161.9
1717632976620,161.9,-122.4,-163.1
1717632976640,161.0,-121.7,-163.5
1717632976660,160.5,-122.7,-165.0
1717632976680,157.8,-122.8,-168.1
1717632976700,157.6,-122.4,-169.3
1717632976720,155.6,-123.0,-171.0
1717632976740,155.8,-121.6,-170.9
1717632976760,152.9,-120.0,-171.8
1717632976780,151.8,-120.6,-172.6
1717632976800,151.3,-120.5,-174.5
1717632976820,151.2,-121.3,-176.9
1717632976840,148.7,-120.2,-179.6
1717632976860,145.8,-119.7,-180.1
1717632976880,143.2,-117.0,-180.4
1717632976900,142.3,-116.9,-181.1
1717632976920,140.3,-118.3,-180.5
1717632976940,137.7,-117.7,-177.8
1717632976960,135.9,-116.2,-178.6
